RollRate,Roll,DesRoll
-11.3324,-1.80242,-9.00819
-11.4253,-2.08573,-9.01503
-11.4804,-2.37136,-9.01655
-11.4992,-2.65837,-9.01268
-11.4833,-2.94585,-9.00338
-11.4342,-3.23294,-8.98859
-11.3535,-3.51879,-8.9683
-11.2426,-3.80263,-8.94246
-11.1031,-4.08369,-8.9111
-10.9366,-4.36127,-8.87423
-10.7445,-4.63469,-8.83187
-10.5282,-4.9033,-8.78404
-10.2894,-5.1665,-8.73081
-10.0294,-5.42374,-8.67221
-9.74961,-5.67447,-8.60834
-9.45152,-5.91821,-8.53926
-9.13646,-6.1545,-8.46506
-8.80581,-6.38291,-8.38583
-8.46089,-6.60306,-8.30167
-8.103,-6.81458,-8.21271
-7.73342,-7.01715,-8.11906
-7.35339,-7.21049,-8.02084
-6.96412,-7.39432,-7.9182
-6.56679,-7.56843,-7.81128
-6.16255,-7.7326,-7.70023
-5.75251,-7.88666,-7.58518
-5.33776,-8.03047,-7.46631
-4.91934,-8.16392,-7.34379
-4.49826,-8.2869,-7.21777
-4.0755,-8.39936,-7.08844
-3.65201,-8.50124,-6.95595
-3.22869,-8.59255,-6.82051
-2.80641,-8.67326,-6.68229
-2.38601,-8.74342,-6.54147
-1.96831,-8.80307,-6.39826
-1.55405,-8.85228,-6.25281
-1.14397,-8.89113,-6.10536
-0.738783,-8.91973,-5.95606
-0.339134,-8.9382,-5.80511
0.0543426,-8.94668,-5.65271
0.441053,-8.94532,-5.49906
0.820436,-8.93429,-5.34434
1.19197,-8.91378,-5.18873
1.55515,-8.88398,-5.03244
1.90952,-8.84511,-4.87565
2.25465,-8.79737,-4.71853
2.59015,-8.741,-4.56128
2.91565,-8.67625,-4.40406
3.23081,-8.60336,-4.24705
3.53533,-8.52259,-4.09045
3.82893,-8.4342,-3.9344
4.11137,-8.33848,-3.77906
4.38243,-8.23569,-3.62461
4.64191,-8.12613,-3.47118
4.88967,-8.01009,-3.31895
5.12555,-7.88784,-3.16805
5.34945,-7.75971,-3.01863
5.56129,-7.62597,-2.87082
5.761,-7.48694,-2.72473
5.94856,-7.34291,-2.58052
6.12393,-7.1942,-2.43829
6.28715,-7.0411,-2.29815
6.43822,-6.88392,-2.16022
6.57722,-6.72297,-2.02458
6.70421,-6.55854,-1.89135
6.81928,-6.39093,-1.76061
6.92254,-6.22045,-1.63245
7.01412,-6.04738,-1.50693
7.09416,-5.87203,-1.38414
7.16284,-5.69468,-1.26414
7.22031,-5.51561,-1.147
7.26678,-5.3351,-1.03275
7.30245,-5.15343,-0.921467
7.32754,-4.97087,-0.813168
7.34227,-4.78768,-0.707918
7.3469,-4.60412,-0.605742
7.34167,-4.42045,-0.506657
7.32686,-4.23691,-0.410688
7.30272,-4.05374,-0.317859
7.26954,-3.87117,-0.228188
7.2276,-3.68943,-0.141666
7.17721,-3.50874,-0.0583015
7.11867,-3.32931,0.0218905
7.05227,-3.15134,0.0989467
6.97834,-2.97504,0.172849
6.89718,-2.80058,0.243636
6.80912,-2.62815,0.311313
6.71447,-2.45792,0.375896
6.61356,-2.29006,0.437416
6.50672,-2.12472,0.495906
6.39426,-1.96205,0.551403
6.27652,-1.8022,0.603941
6.15381,-1.64528,0.653545
6.02647,-1.49144,0.700276
5.89481,-1.34078,0.744162
5.75916,-1.19341,0.785254
5.61983,-1.04943,0.823606
5.47713,-0.908931,0.859283
5.33138,-0.772003,0.892301
5.18288,-0.638718,0.922767
5.03193,-0.509146,0.950687
4.87884,-0.383348,0.976162
4.7239,-0.261377,0.999229
4.56739,-0.143279,1.01997
4.40959,-0.0290945,1.03843
4.25078,0.0811453,1.05467
4.09123,0.187415,1.06877
3.93119,0.289695,1.0808
3.77093,0.387975,1.09081
3.61069,0.482248,1.09889
3.45071,0.572516,1.10509
3.29122,0.658783,1.10949
3.13245,0.741064,1.11217
2.97462,0.819375,1.11316
2.81793,0.893741,1.11256
2.66259,0.964189,1.11045
2.50879,1.03075,1.10687
2.3567,1.09347,1.10191
2.20652,1.15239,1.09562
2.0584,1.20755,1.08807
1.9125,1.25901,1.07936
1.76898,1.30683,1.06953
1.62798,1.35105,1.05864
1.48963,1.39175,1.04676
1.35405,1.42899,1.03396
1.22137,1.46284,1.0203
1.09169,1.49338,1.00585
0.965117,1.52067,0.990677
0.841738,1.5448,0.974813
0.72164,1.56584,0.958349
0.604898,1.58388,0.941313
0.491581,1.599,0.923777
0.381752,1.61129,0.905804
0.275463,1.62084,0.887437
0.172762,1.62772,0.868731
0.0736871,1.63204,0.849735
-0.0217304,1.63388,0.830493
-0.113465,1.63334,0.811066
-0.201497,1.63051,0.791498
-0.285816,1.62547,0.771816
-0.366416,1.61832,0.752086
-0.443297,1.60916,0.732338
-0.516467,1.59808,0.712617
-0.585937,1.58517,0.692951
-0.651726,1.57052,0.673393
-0.713857,1.55423,0.653954
-0.772358,1.53638,0.634698
-0.827263,1.51707,0.615628
-0.878611,1.49639,0.596786
-0.926443,1.47442,0.57821
-0.970808,1.45126,0.5599
-1.01176,1.42699,0.541917
-1.04934,1.4017,0.524261
-1.08362,1.37547,0.506957
-1.11466,1.34837,0.49003
-1.14253,1.32051,0.473501
-1.16728,1.29195,0.457389
-1.189,1.26276,0.441695
-1.20775,1.23304,0.426449
-1.22362,1.20284,0.411646
-1.23668,1.17225,0.397324
-1.24701,1.14134,0.38348
-1.2547,1.11016,0.370129
-1.25982,1.07879,0.35727
-1.26246,1.0473,0.344912
-1.26271,1.01574,0.333056
-1.26066,0.984169,0.321716
-1.25639,0.952653,0.310884
-1.24999,0.921243,0.300578
-1.24155,0.889993,0.2908
-1.23117,0.858954,0.281524
-1.21892,0.828175,0.272766
-1.20491,0.797702,0.26453
-1.18922,0.767579,0.256802
-1.17193,0.737849,0.249588
-1.15314,0.708551,0.242876
-1.13295,0.679722,0.236649
-1.11142,0.651399,0.230917
-1.08866,0.623613,0.225676
-1.06475,0.596396,0.220917
-1.03977,0.569778,0.21661
-1.0138,0.543784,0.212776
-0.986937,0.518439,0.20937
-0.959253,0.493765,0.206426
-0.930829,0.469784,0.2039
-0.901744,0.446513,0.201795
-0.872073,0.423969,0.200096
-0.841893,0.402168,0.198795
-0.811277,0.38112,0.197858
-0.780297,0.360838,0.197307
-0.74902,0.341331,0.197111
-0.717515,0.322605,0.197259
-0.68585,0.304668,0.197722
-0.654086,0.287521,0.198513
-0.622285,0.271169,0.199609
-0.590507,0.255612,0.200996
-0.558808,0.240849,0.202658
-0.527244,0.226879,0.204581
-0.495867,0.213698,0.206755
-0.464731,0.201301,0.209146
-0.433883,0.189683,0.211774
-0.403368,0.178836,0.214595
-0.373232,0.168752,0.217622
-0.343517,0.159421,0.220814
-0.31426,0.150833,0.224189
-0.285502,0.142977,0.227696
-0.257278,0.135839,0.23134
-0.22962,0.129407,0.235122
-0.202559,0.123667,0.239012
-0.176125,0.118603,0.242993
-0.150344,0.1142,0.247071
-0.125242,0.110441,0.251209
-0.100839,0.10731,0.255429
-0.0771576,0.104789,0.259683
-0.0542172,0.10286,0.263974
-0.0320332,0.101505,0.268299
-0.0106203,0.100704,0.272643
0.0100087,0.100438,0.276991
0.029842,0.100688,0.281331
0.0488696,0.101435,0.285647
0.0670854,0.102656,0.289952
0.084483,0.104333,0.294218
0.10106,0.106445,0.298459
0.116812,0.108972,0.302627
0.131738,0.111892,0.306743
0.145839,0.115186,0.310784
0.159118,0.118832,0.314772
0.171576,0.12281,0.318657
0.183219,0.127099,0.322455
0.194053,0.13168,0.326164
0.204085,0.136531,0.329771
0.213325,0.141633,0.333275
0.22178,0.146966,0.33666
0.229462,0.152511,0.339925
0.236383,0.158247,0.343086
0.242554,0.164157,0.346095
0.247991,0.170221,0.348999
-0.907849,0.17642,-9.90292
-1.99718,0.153724,-9.96091
-3.02092,0.103795,-10.0185
-3.98008,0.0282717,-10.0751
-4.87571,-0.0712302,-10.1303
-5.70895,-0.193123,-10.1837
-6.48099,-0.335847,-10.2347
-7.19308,-0.497872,-10.2831
-7.84651,-0.677699,-10.3285
-8.44264,-0.873861,-10.3705
-8.98286,-1.08493,-10.4089
-9.4686,-1.3095,-10.4433
-9.90133,-1.54621,-10.4734
-10.2826,-1.79375,-10.4991
-10.6138,-2.05081,-10.5201
-10.8967,-2.31616,-10.5362
-11.1327,-2.58857,-10.5473
-11.3234,-2.86689,-10.5531
-11.4706,-3.14998,-10.5536
-11.5758,-3.43674,-10.5487
-11.6406,-3.72614,-10.5381
-11.6667,-4.01715,-10.522
-11.6557,-4.30882,-10.5001
-11.6093,-4.60021,-10.4724
-11.5291,-4.89044,-10.439
-11.4167,-5.17867,-10.3997
-11.2737,-5.46408,-10.3547
-11.1018,-5.74593,-10.3038
-10.9026,-6.02347,-10.2471
-10.6776,-6.29604,-10.1846
-10.4285,-6.56298,-10.1164
-10.1566,-6.82369,-10.0426
-9.86363,-7.07761,-9.96321
-9.551,-7.3242,-9.87829
-9.2202,-7.56297,-9.78794
-8.87265,-7.79348,-9.69229
-8.50979,-8.0153,-9.59142
-8.133,-8.22804,-9.48548
-7.74363,-8.43136,-9.37456
-7.343,-8.62496,-9.25881
-6.9324,-8.80853,-9.13839
-6.5131,-8.98184,-9.01344
-6.08631,-9.14467,-8.8841
-5.65322,-9.29683,-8.75057
-5.21498,-9.43816,-8.613
-4.77272,-9.56853,-8.47156
-4.32751,-9.68785,-8.32646
-3.88039,-9.79604,-8.17784
-3.43238,-9.89305,-8.02595
-2.98445,-9.97886,-7.87095
-2.53752,-10.0535,-7.71305
-2.0925,-10.1169,-7.55244
-1.65025,-10.1692,-7.38935
-1.21159,-10.2105,-7.22396
-0.777307,-10.2408,-7.05648
-0.348151,-10.2602,-6.88714
0.0751631,-10.2689,-6.71615
0.491958,-10.267,-6.54371
0.901593,-10.2547,-6.37002
1.30346,-10.2322,-6.19531
1.69699,-10.1996,-6.01978
2.08165,-10.1572,-5.84363
2.45694,-10.1051,-5.66708
2.82239,-10.0437,-5.49033
3.17756,-9.97315,-5.31357
3.52206,-9.89371,-5.13701
3.85552,-9.80566,-4.96083
4.1776,-9.70927,-4.78523
4.488,-9.60483,-4.6104
4.78645,-9.49263,-4.43649
5.07271,-9.37297,-4.26372
5.34656,-9.24615,-4.09222
5.60782,-9.11248,-3.92219
5.85633,-8.97229,-3.75377
6.09198,-8.82588,-3.58711
6.31467,-8.67358,-3.42238
6.52431,-8.51571,-3.2597
6.72087,-8.35261,-3.09921
6.90432,-8.18459,-2.94104
7.07467,-8.01198,-2.78534
7.23195,-7.83511,-2.63218
7.3762,-7.65431,-2.4817
7.50749,-7.46991,-2.33401
7.62593,-7.28222,-2.18917
7.73162,-7.09157,-2.04731
7.8247,-6.89828,-1.90849
7.90532,-6.70266,-1.7728
7.97365,-6.50503,-1.64029
8.02988,-6.30569,-1.51105
8.07421,-6.10494,-1.38511
8.10687,-5.90309,-1.26255
8.12808,-5.70041,-1.1434
8.13809,-5.49721,-1.0277
8.13717,-5.29376,-0.915484
8.12558,-5.09033,-0.806773
8.10362,-4.88719,-0.701584
8.07157,-4.6846,-0.59995
8.02973,-4.48281,-0.501869
7.97843,-4.28207,-0.407354
7.91798,-4.08261,-0.316396
7.8487,-3.88466,-0.228987
7.77094,-3.68844,-0.14513
7.68502,-3.49417,-0.0647896
7.5913,-3.30204,0.0120326
7.49011,-3.11226,0.085362
7.38181,-2.92501,0.15524
7.26676,-2.74046,0.221709
7.1453,-2.55879,0.284766
7.01779,-2.38016,0.344485
6.88458,-2.20472,0.400891
6.74604,-2.0326,0.454046
6.60252,-1.86395,0.503979
6.45436,-1.69889,0.550765
6.30193,-1.53753,0.594436
6.14555,-1.37998,0.635065
5.9856,-1.22634,0.672717
5.82239,-1.0767,0.707453
5.65627,-0.931141,0.739318
5.48758,-0.789735,0.768392
5.31663,-0.652545,0.794755
5.14375,-0.519629,0.818467
4.96925,-0.391036,0.839597
4.79345,-0.266804,0.858223
4.61664,-0.146968,0.874407
4.43912,-0.0315523,0.888251
4.26118,0.0794257,0.899816
4.08309,0.185955,0.909172
3.90514,0.288032,0.916399
3.72757,0.385661,0.92158
3.55066,0.47885,0.924799
3.37464,0.567617,0.926123
3.19976,0.651983,0.925652
3.02624,0.731977,0.923441
2.85431,0.807633,0.919572
2.68417,0.87899,0.914131
2.51603,0.946094,0.907205
2.35009,1.009,0.898848
2.18652,1.06775,0.889162
2.0255,1.12241,0.878203
1.8672,1.17305,0.866058
1.71178,1.21973,0.852799
1.55937,1.26252,0.8385
1.41012,1.30151,0.823232
1.26415,1.33676,0.807068
1.12159,1.36836,0.790085
0.982549,1.3964,0.772338
0.847119,1.42097,0.753903
0.715397,1.44215,0.734839
0.587466,1.46003,0.715236
0.463401,1.47472,0.695123
0.343269,1.4863,0.674591
0.227127,1.49488,0.653672
0.115026,1.50056,0.632454
0.00700534,1.50344,0.610969
-0.0968986,1.50361,0.589293
-0.196661,1.50119,0.56746
-0.292262,1.49627,0.54554
-0.383693,1.48897,0.523557
-0.470946,1.47937,0.501599
-0.554025,1.4676,0.479669
-0.63294,1.45375,0.457844
-0.707706,1.43793,0.436141
-0.778343,1.42023,0.414624
-0.844882,1.40078,0.393309
-0.907354,1.37965,0.372259
-0.965799,1.35697,0.351493
-1.02026,1.33282,0.331027
-1.07079,1.30732,0.310926
-1.11744,1.28055,0.291207
-1.16027,1.25261,0.271872
-1.19934,1.22361,0.252988
-1.23472,1.19362,0.234555
-1.26648,1.16275,0.216605
-1.2947,1.13109,0.199146
-1.31944,1.09872,0.182208
-1.34081,1.06574,0.165797
-1.35887,1.03222,0.149944
-1.37371,0.998247,0.134653
-1.38543,0.963904,0.119929
-1.39411,0.929268,0.105803
-1.39985,0.894416,0.0922644
-1.40275,0.859419,0.0793313
-1.40289,0.824351,0.0669948
-1.40038,0.789278,0.0552857
-1.39532,0.754269,0.0441935
-1.38781,0.719386,0.033704
-1.37794,0.684691,0.0238536
-1.36582,0.650242,0.014614
-1.35155,0.616097,0.00598692
-1.33524,0.582308,-0.00202109
-1.31698,0.548927,-0.00940829
-1.29687,0.516003,-0.0162015
-1.27502,0.483581,-0.0223854
-1.25153,0.451705,-0.0279844
-1.2265,0.420417,-0.0329958
-1.20003,0.389754,-0.0374339
-1.17222,0.359753,-0.0412923
-1.14316,0.330448,-0.044603
-1.11295,0.301869,-0.0473598
-1.08169,0.274045,-0.0495927
-1.04946,0.247003,-0.051282
-1.01637,0.220767,-0.0524736
-0.982495,0.195357,-0.0531789
-0.947935,0.170795,-0.0533956
-0.912771,0.147097,-0.0531369
-0.877091,0.124277,-0.05243
-0.840974,0.10235,-0.0512745
-0.804504,0.0813258,-0.0497135
-0.767759,0.0612132,-0.0477311
-0.730815,0.0420192,-0.045367
-0.693747,0.0237488,-0.0426264
-0.656625,0.00640517,-0.0395162
-1.89113,-0.0100105,-11.272
-3.05174,-0.0572886,-11.3318
-4.13959,-0.133582,-11.3907
-5.15587,-0.237072,-11.4482
-6.10185,-0.365969,-11.5036
-6.97886,-0.518515,-11.5567
-7.7883,-0.692986,-11.6068
-8.53163,-0.887694,-11.6537
-9.21037,-1.10098,-11.6968
-9.82607,-1.33124,-11.736
-10.3803,-1.5769,-11.7707
-10.8748,-1.8364,-11.8008
-11.3113,-2.10828,-11.826
-11.6913,-2.39106,-11.846
-12.0168,-2.68334,-11.8605
-12.2894,-2.98376,-11.8695
-12.5109,-3.29099,-11.8727
-12.6833,-3.60377,-11.8699
-12.8082,-3.92085,-11.8611
-12.8876,-4.24105,-11.8461
-12.9232,-4.56324,-11.8247
-12.917,-4.88632,-11.797
-12.8708,-5.20925,-11.7629
-12.7863,-5.53102,-11.7224
-12.6656,-5.85068,-11.6753
-12.5103,-6.16731,-11.6217
-12.3222,-6.48007,-11.5616
-12.1033,-6.78813,-11.4951
-11.8551,-7.09071,-11.4221
-11.5796,-7.38709,-11.3427
-11.2785,-7.67658,-11.2569
-10.9534,-7.95854,-11.1649
-10.606,-8.23237,-11.0667
-10.238,-8.49752,-10.9625
-9.85097,-8.75347,-10.8522
-9.44658,-8.99975,-10.7362
-9.02634,-9.23591,-10.6144
-8.59178,-9.46157,-10.487
-8.14438,-9.67636,-10.3542
-7.68561,-9.87997,-10.2161
-7.21688,-10.0721,-10.0729
-6.73956,-10.2525,-9.92482
-6.25499,-10.421,-9.77199
-5.76447,-10.5774,-9.6146
-5.26925,-10.7215,-9.45286
-4.77057,-10.8532,-9.28698
-4.26959,-10.9725,-9.11719
-3.76745,-11.0792,-8.94368
-3.26526,-11.1734,-8.76668
-2.76405,-11.2551,-8.58641
-2.26486,-11.3242,-8.40311
-1.76865,-11.3808,-8.21702
-1.27635,-11.425,-8.02836
-0.78886,-11.4569,-7.8374
-0.307026,-11.4766,-7.64434
0.16834,-11.4843,-7.44946
0.636469,-11.4801,-7.25298
1.09663,-11.4642,-7.05513
1.54814,-11.4368,-6.85618
1.99034,-11.3981,-6.65636
2.42261,-11.3483,-6.45591
2.8444,-11.2877,-6.25507
3.25516,-11.2166,-6.05405
3.65439,-11.1353,-5.85312
4.04163,-11.0439,-5.65248
4.41647,-10.9429,-5.45237
4.77851,-10.8324,-5.25298
5.1274,-10.713,-5.05455
5.46283,-10.5848,-4.8573
5.78451,-10.4482,-4.66139
6.0922,-10.3036,-4.46704
6.38567,-10.1513,-4.27446
6.66476,-9.99167,-4.0838
6.9293,-9.82505,-3.89526
7.17918,-9.65181,-3.709
7.4143,-9.47234,-3.52517
7.63462,-9.28698,-3.34395
7.8401,-9.09611,-3.16548
8.03073,-8.90011,-2.98988
8.20654,-8.69934,-2.8173
8.36758,-8.49418,-2.64787
8.51394,-8.28499,-2.4817
8.6457,-8.07214,-2.31889
8.76299,-7.856,-2.15954
8.86597,-7.63692,-2.00377
8.95479,-7.41527,-1.85164
9.02966,-7.1914,-1.70324
9.09078,-6.96566,-1.55862
9.13838,-6.73839,-1.41787
9.17271,-6.50993,-1.28103
9.19403,-6.28062,-1.14815
9.20262,-6.05077,-1.01927
9.19878,-5.8207,-0.894438
9.18281,-5.59073,-0.773658
9.15504,-5.36116,-0.656975
9.11581,-5.13228,-0.54437
9.06546,-4.90439,-0.435896
9.00434,-4.67775,-0.331503
8.93282,-4.45264,-0.231229
8.85128,-4.22932,-0.135052
8.76009,-4.00804,-0.042949
8.65964,-3.78904,0.0451048
8.55033,-3.57255,0.129117
8.43255,-3.35879,0.209129
8.3067,-3.14798,0.285166
8.17319,-2.94031,0.357285
8.03242,-2.73598,0.425527
7.8848,-2.53517,0.489935
7.73074,-2.33805,0.550567
7.57064,-2.14478,0.607467
7.40491,-1.95551,0.660693
7.23396,-1.77039,0.710321
7.05819,-1.58954,0.756427
6.87799,-1.41309,0.799054
6.69376,-1.24114,0.838282
6.5059,-1.07379,0.874186
6.31479,-0.911146,0.906859
6.1208,-0.753276,0.936363
5.92433,-0.600256,0.962778
5.72572,-0.452148,0.986182
5.52535,-0.309005,1.00668
5.32357,-0.170871,1.02435
5.12072,-0.0377819,1.03926
4.91715,0.0902361,1.05152
4.71318,0.213165,1.06122
4.50913,0.330994,1.06843
4.30531,0.443722,1.07325
4.10204,0.551355,1.07578
3.8996,0.653906,1.07611
3.69826,0.751396,1.07432
3.49832,0.843853,1.07052
3.30003,0.931311,1.06477
3.10363,1.01381,1.0572
2.90938,1.0914,1.04787
2.71751,1.16414,1.03689
2.52823,1.23207,1.02434
2.34175,1.29528,1.01031
2.15828,1.35382,0.994896
1.97801,1.40778,0.978184
1.80111,1.45723,0.960262
1.62774,1.50226,0.941204
1.45807,1.54295,0.921097
1.29224,1.5794,0.900032
1.13039,1.61171,0.878082
0.972632,1.63997,0.855324
-0.881688,1.66429,-14.1962
-2.63195,1.64224,-14.2983
-4.27949,1.57644,-14.3999
-5.82579,1.46946,-14.5003
-7.27242,1.32381,-14.5987
-8.62107,1.142,-14.6945
-9.87352,0.926476,-14.787
-11.0317,0.679637,-14.8756
-12.0975,0.403846,-14.9597
-13.073,0.101409,-15.0389
-13.9604,-0.225416,-15.1126
-14.7618,-0.574426,-15.1804
-15.4795,-0.943471,-15.242
-16.1159,-1.33046,-15.2969
-16.6733,-1.73336,-15.3449
-17.1541,-2.15019,-15.3856
-17.5608,-2.57904,-15.4187
-17.8959,-3.01806,-15.4441
-18.1619,-3.46546,-15.4615
-18.3613,-3.91951,-15.4708
-18.4967,-4.37854,-15.4717
-18.5707,-4.84096,-15.4642
-18.5858,-5.30522,-15.4481
-18.5445,-5.76987,-15.4234
-18.4496,-6.23348,-15.39
-18.3035,-6.69472,-15.3478
-18.1087,-7.15231,-15.2968
-17.8678,-7.60502,-15.2369
-17.5832,-8.05172,-15.1683
-17.2575,-8.4913,-15.0909
-16.8931,-8.92274,-15.0047
-16.4924,-9.34506,-14.9098
-16.0578,-9.75738,-14.8064
-15.5916,-10.1588,-14.6944
-15.096,-10.5486,-14.5739
-14.5734,-10.926,-14.4451
-14.026,-11.2903,-14.3081
-13.4558,-11.641,-14.1631
-12.8651,-11.9774,-14.0102
-12.2558,-12.299,-13.8496
-11.6299,-12.6054,-13.6814
-10.9895,-12.8962,-13.5058
-10.3364,-13.1709,-13.3231
-9.67238,-13.4293,-13.1335
-8.9993,-13.6711,-12.9372
-8.31888,-13.8961,-12.7345
-7.63278,-14.1041,-12.5256
-6.94262,-14.2949,-12.3107
-6.24997,-14.4685,-12.0902
-5.55631,-14.6247,-11.8643
-4.86312,-14.7636,-11.6334
-4.17177,-14.8852,-11.3976
-3.4836,-14.9895,-11.1575
-2.79991,-15.0766,-10.9131
-2.12191,-15.1466,-10.6649
-1.45078,-15.1996,-10.4132
-0.787639,-15.2359,-10.1584
-0.133558,-15.2556,-9.90066
0.510451,-15.2589,-9.64044
1.14343,-15.2462,-9.37805
1.76446,-15.2176,-9.11384
2.37269,-15.1735,-8.84812
2.9673,-15.1141,-8.58126
3.54754,-15.04,-8.31357
4.1127,-14.9513,-8.04538
4.66212,-14.8485,-7.77705
5.19518,-14.7319,-7.50887
5.71133,-14.602,-7.24118
6.21003,-14.4592,-6.97429
6.69083,-14.304,-6.70848
7.15328,-14.1367,-6.44409
7.59702,-13.9579,-6.18138
8.02171,-13.768,-5.92066
8.42704,-13.5674,-5.66218
8.81278,-13.3567,-5.4062
9.1787,-13.1364,-5.153
9.52466,-12.907,-4.9028
9.85051,-12.6688,-4.65584
10.1562,-12.4226,-4.41235
10.4416,-12.1687,-4.17253
10.7068,-11.9076,-3.93657
10.9517,-11.64,-3.70467
11.1765,-11.3662,-3.47702
11.3812,-11.0868,-3.25376
11.566,-10.8022,-3.03504
11.731,-10.5131,-2.82103
11.8764,-10.2198,-2.61184
12.0025,-9.92289,-2.40759
12.1094,-9.62283,-2.20839
12.1976,-9.3201,-2.01434
12.2672,-9.01516,-1.82551
12.3186,-8.70848,-1.642
12.3522,-8.40051,-1.46385
12.3684,-8.09171,-1.29112
12.3675,-7.7825,-1.12389
12.35,-7.47331,-0.962132
12.3162,-7.16456,-0.805923
12.2668,-6.85665,-0.655263
12.202,-6.54999,-0.510156
12.1225,-6.24493,-0.370602
12.0287,-5.94187,-0.236589
11.9212,-5.64115,-0.108114
11.8004,-5.34312,0.0148527
11.6668,-5.04812,0.132345
11.5211,-4.75644,0.244394
11.3637,-4.46842,0.351036
11.1953,-4.18432,0.452353
11.0163,-3.90444,0.548377
10.8274,-3.62903,0.639176
10.629,-3.35835,0.72482
10.4218,-3.09263,0.805373
10.2063,-2.83208,0.880922
9.98299,-2.57692,0.951534
9.75255,-2.32735,1.01731
9.51548,-2.08354,1.07835
9.27233,-1.84565,1.13472
9.02364,-1.61384,1.18653
8.76996,-1.38825,1.2339
8.5118,-1.169,1.2769
8.24969,-0.956206,1.31566
7.98415,-0.749963,1.35029
7.71567,-0.55036,1.38088
7.44477,-0.357468,1.40757
7.17192,-0.171349,1.43046
6.89759,0.00794928,1.44967
