TimeUS,RollRate,Roll,DesRoll
28.5,-8.07637,3.60148,-31.2091
28.525,-11.5208,3.39957,-31.3885
28.55,-14.7423,3.11155,-31.5636
28.575,-17.7449,2.743,-31.734
28.6,-20.5328,2.29937,-31.899
28.625,-23.1106,1.78605,-32.0582
28.65,-25.483,1.20829,-32.2112
28.675,-27.6552,0.571213,-32.3576
28.7,-29.6324,-0.120167,-32.4971
28.725,-31.4202,-0.860977,-32.6294
28.75,-33.0241,-1.64648,-32.7544
28.775,-34.4501,-2.47208,-32.8719
28.8,-35.704,-3.33334,-32.9818
28.825,-36.792,-4.22594,-33.0838
28.85,-37.7202,-5.14574,-33.178
28.875,-38.4948,-6.08874,-33.2643
28.9,-39.1221,-7.05111,-33.3427
28.925,-39.6084,-8.02916,-33.4131
28.95,-39.9601,-9.01937,-33.4755
28.975,-40.1834,-10.0184,-33.5299
29,-40.2846,-11.023,-33.5764
29.025,-40.2701,-12.0301,-33.615
29.05,-40.146,-13.0368,-33.6457
29.075,-39.9184,-14.0405,-33.6686
29.1,-39.5935,-15.0384,-33.6837
29.125,-39.1773,-16.0283,-33.6911
29.15,-38.6755,-17.0077,-33.6909
29.175,-38.0941,-17.9746,-33.683
29.2,-37.4386,-18.9269,-33.6675
29.225,-36.7145,-19.8629,-33.6446
29.25,-35.9273,-20.7808,-33.6142
29.275,-35.0822,-21.679,-33.5765
29.3,-34.1843,-22.556,-33.5315
29.325,-33.2386,-23.4106,-33.4793
29.35,-32.2498,-24.2416,-33.4199
29.375,-31.2225,-25.0478,-33.3534
29.4,-30.1612,-25.8284,-33.2799
29.425,-29.0702,-26.5824,-33.1994
29.45,-27.9537,-27.3092,-33.1121
29.475,-26.8155,-28.008,-33.0178
29.5,-25.6594,-28.6784,-32.9168
29.525,-24.489,-29.3199,-32.8091
29.55,-23.3078,-29.9321,-32.6947
29.575,-22.1191,-30.5148,-32.5737
29.6,-20.9258,-31.0678,-32.4462
29.625,-19.7309,-31.5909,-32.3122
29.65,-18.5372,-32.0842,-32.1717
29.675,-17.3473,-32.5476,-32.0248
29.7,-16.1635,-32.9813,-31.8716
29.725,-14.9882,-33.3854,-31.7121
29.75,-13.8233,-33.7601,-31.5463
29.775,-12.671,-34.1057,-31.3742
29.8,-11.5329,-34.4225,-31.196
29.825,-10.4107,-34.7108,-31.0116
29.85,-9.30599,-34.9711,-30.821
29.875,-8.22005,-35.2037,-30.6243
29.9,-7.15415,-35.4092,-30.4215
29.925,-6.10938,-35.5881,-30.2126
29.95,-5.08673,-35.7408,-29.9976
29.975,-4.08706,-35.868,-29.7766
30,-3.11112,-35.9701,-29.5496
30.025,-2.15953,-36.0479,-29.3166
30.05,-1.23283,-36.1019,-29.0776
30.075,-0.331443,-36.1327,-28.8326
30.1,0.544296,-36.141,-28.5816
30.125,1.39414,-36.1274,-28.3248
30.15,2.21794,-36.0926,-28.062
30.175,3.01561,-36.0371,-27.7934
30.2,3.78715,-35.9617,-27.519
30.225,4.53263,-35.867,-27.2388
30.25,5.25216,-35.7537,-26.9528
30.275,5.94595,-35.6224,-26.6612
30.3,6.61423,-35.4738,-26.3639
30.325,7.2573,-35.3084,-26.0611
30.35,7.87551,-35.127,-25.7529
30.375,8.46922,-34.9301,-25.4392
30.4,9.03886,-34.7184,-25.1201
30.425,9.58487,-34.4924,-24.7959
30.45,10.1077,-34.2528,-24.4665
30.475,10.608,-34.0001,-24.1321
30.5,11.0861,-33.7349,-23.7927
30.525,11.5426,-33.4577,-23.4486
30.55,11.978,-33.1692,-23.0998
30.575,12.393,-32.8697,-22.7465
30.6,12.7882,-32.5599,-22.3888
30.625,13.1639,-32.2402,-22.0269
30.65,13.521,-31.9111,-21.6609
30.675,13.8598,-31.5731,-21.291
30.7,14.1811,-31.2266,-20.9174
30.725,14.4854,-30.872,-20.5402
30.75,14.7731,-30.5099,-20.1596
30.775,15.045,-30.1406,-19.7758
30.8,15.3014,-29.7644,-19.389
30.825,15.5431,-29.3819,-18.9995
30.85,15.7704,-28.9933,-18.6073
30.875,15.9838,-28.5991,-18.2128
30.9,16.1839,-28.1995,-17.8161
30.925,16.3711,-27.7949,-17.4174
30.95,16.5459,-27.3856,-17.017
30.975,16.7087,-26.972,-16.6152
31,16.86,-26.5542,-16.212
31.025,17,-26.1327,-15.8079
31.05,17.1292,-25.7077,-15.4029
31.075,17.248,-25.2795,-14.9974
31.1,17.3567,-24.8483,-14.5915
31.125,17.4555,-24.4144,-14.1855
31.15,17.5449,-23.978,-13.7797
31.175,17.6251,-23.5394,-13.3742
31.2,17.6963,-23.0988,-12.9694
31.225,17.7589,-22.6563,-12.5654
31.25,17.8129,-22.2124,-12.1625
31.275,17.8588,-21.767,-11.761
31.3,17.8965,-21.3206,-11.3609
31.325,17.9264,-20.8732,-10.9627
31.35,17.9487,-20.425,-10.5664
31.375,17.9633,-19.9763,-10.1724
31.4,17.9706,-19.5272,-9.78074
31.425,17.9706,-19.0779,-9.39177
31.45,17.9635,-18.6287,-9.00565
31.475,17.9493,-18.1796,-8.62258
31.5,17.9282,-17.7309,-8.24276
31.525,17.9002,-17.2827,-7.86637
31.55,17.8655,-16.8351,-7.4936
31.575,17.8241,-16.3885,-7.12463
31.6,17.7761,-15.9429,-6.75963
31.625,17.7216,-15.4985,-6.39876
31.65,17.6607,-15.0555,-6.04218
31.675,17.5933,-14.6139,-5.69004
31.7,17.5196,-14.1741,-5.34248
31.725,17.4397,-13.7361,-4.99964
31.75,17.3535,-13.3001,-4.66165
31.775,17.2611,-12.8663,-4.32862
31.8,17.1627,-12.4348,-4.00067
31.825,17.0583,-12.0057,-3.67791
31.85,16.9479,-11.5792,-3.36042
31.875,16.8316,-11.1555,-3.0483
31.9,16.7094,-10.7348,-2.74164
31.925,16.5816,-10.317,-2.44051
31.95,16.448,-9.90248,-2.14497
31.975,16.3089,-9.49128,-1.85508
32,16.1643,-9.08356,-1.5709
32.025,16.0143,-8.67945,-1.29248
32.05,15.8589,-8.27909,-1.01984
32.075,15.6984,-7.88262,-0.753023
32.1,15.5328,-7.49016,-0.492052
32.125,15.3622,-7.10184,-0.236953
32.15,15.1868,-6.71778,0.0122719
32.175,15.0066,-6.33811,0.255613
32.2,14.8219,-5.96295,0.493072
32.225,14.6326,-5.5924,0.724655
32.25,14.4391,-5.22659,0.950366
32.275,14.2414,-4.86561,1.17023
32.3,14.0397,-4.50957,1.38427
32.325,13.8341,-4.15858,1.5925
32.35,13.6249,-3.81273,1.79497
32.375,13.4121,-3.47211,1.99171
32.4,13.196,-3.1368,2.18275
32.425,12.9767,-2.8069,2.36815
32.45,12.7545,-2.48248,2.54794
32.475,12.5294,-2.16362,2.72218
32.5,12.3017,-1.85039,2.89093
32.525,12.0715,-1.54285,3.05425
32.55,11.8391,-1.24106,3.2122
32.575,11.6047,-0.945079,3.36484
32.6,11.3684,-0.654961,3.51224
32.625,11.1305,-0.37075,3.65446
32.65,10.8911,-0.0924874,3.79159
32.675,10.6505,0.179791,3.92369
32.7,10.4088,0.446052,4.05085
32.725,10.1662,0.706271,4.17314
32.75,9.92292,0.960425,4.29063
32.775,9.6792,1.2085,4.40342
32.8,9.4352,1.45048,4.51158
32.825,9.19111,1.68636,4.6152
32.85,8.94713,1.91614,4.71436
32.875,8.70345,2.13981,4.80915
32.9,8.46025,2.3574,4.89965
32.925,8.21772,2.56891,4.98595
32.95,7.97603,2.77435,5.06814
32.975,7.73537,2.97375,5.14632
33,7.4959,3.16713,5.22055
33.025,7.25779,3.35453,5.29094
33.05,7.02122,3.53598,5.35757
33.075,6.78634,3.71151,5.42053
33.1,6.55331,3.88117,5.47992
33.125,6.32227,4.045,5.53581
33.15,6.09338,4.20306,5.5883
33.175,5.86678,4.35539,5.63747
33.2,5.6426,4.50206,5.68342
33.225,5.42098,4.64312,5.72623
33.25,5.20204,4.77865,5.76598
33.275,4.98589,4.9087,5.80276
33.3,4.77267,5.03335,5.83666
33.325,4.56246,5.15266,5.86776
33.35,4.35538,5.26673,5.89615
33.375,4.15153,5.37561,5.9219
33.4,3.95099,5.4794,5.9451
33.425,3.75385,5.57817,5.96583
33.45,3.56019,5.67202,5.98417
33.475,3.37008,5.76102,6.0002
33.5,3.1836,5.84528,6.014
33.525,3.00081,5.92487,6.02564
33.55,2.82175,5.99989,6.0352
33.575,2.64649,6.07043,6.04275
33.6,2.47507,6.13659,6.04836
33.625,2.30752,6.19847,6.05211
33.65,2.14389,6.25616,6.05408
33.675,1.98421,6.30975,6.05431
33.7,1.82848,6.35936,6.0529
33.725,1.67675,6.40507,6.0499
33.75,1.52901,6.44699,6.04537
33.775,1.38529,6.48522,6.03938
33.8,1.24557,6.51985,6.032
33.825,1.10987,6.55099,6.02329
33.85,0.978175,6.57873,6.01329
33.875,0.850476,6.60319,6.00208
33.9,0.726761,6.62445,5.98971
33.925,0.607012,6.64262,5.97624
33.95,0.491206,6.65779,5.96171
33.975,0.379318,6.67008,5.94619
34,0.271318,6.67956,5.92972
34.025,0.167173,6.68634,5.91236
34.05,0.0668468,6.69052,5.89415
34.075,-0.0297004,6.69219,5.87513
34.1,-0.122512,6.69145,5.85536
34.125,-0.211633,6.68839,5.83488
34.15,-0.297112,6.6831,5.81373
34.175,-0.379,6.67567,5.79196
34.2,-0.457352,6.66619,5.7696
34.225,-0.532222,6.65476,5.74669
34.25,-0.60367,6.64145,5.72327
34.275,-0.671756,6.62636,5.69938
34.3,-0.736541,6.60957,5.67505
34.325,-0.79809,6.59115,5.65031
34.35,-0.856468,6.5712,5.6252
34.375,-0.911743,6.54979,5.59975
34.4,-0.963982,6.527,5.57398
34.425,-1.01325,6.5029,5.54794
34.45,-1.05963,6.47757,5.52164
34.475,-1.10318,6.45107,5.49511
34.5,-1.14398,6.4235,5.46837
34.525,-1.18211,6.3949,5.44145
34.55,-1.21762,6.36534,5.41438
34.575,-1.2506,6.3349,5.38716
34.6,-1.28113,6.30364,5.35984
34.625,-1.30927,6.27161,5.33242
34.65,-1.33511,6.23888,5.30491
34.675,-1.3587,6.2055,5.27736
34.7,-1.38014,6.17153,5.24976
34.725,-1.39949,6.13703,5.22214
34.75,-1.41683,6.10204,5.1945
34.775,-1.43223,6.06662,5.16687
34.8,-1.44577,6.03081,5.13925
34.825,-1.45751,5.99467,5.11166
34.85,-1.46753,5.95823,5.08411
34.875,-1.4759,5.92154,5.05661
34.9,-1.48268,5.88465,5.02918
34.925,-1.48796,5.84758,5.00181
34.95,-1.49179,5.81038,4.97452
34.975,-1.49424,5.77309,4.94732
35,-1.49539,5.73573,4.92022
35.025,-1.49529,5.69835,4.89321
35.05,-1.49401,5.66096,4.86632
35.075,-1.49161,5.62361,4.83953
35.1,-1.48815,5.58632,4.81287
35.125,-1.4837,5.54912,4.78633
35.15,-1.47832,5.51203,4.75991
35.175,-1.47205,5.47507,4.73363
35.2,-1.46496,5.43827,4.70748
35.225,-1.4571,5.40164,4.68146
35.25,-1.44853,5.36522,4.65558
35.275,-1.43929,5.329,4.62985
35.3,-1.42945,5.29302,4.60425
35.325,-1.41904,5.25728,4.5788
35.35,-1.40811,5.22181,4.5535
35.375,-1.39671,5.18661,4.52834
35.4,-1.38489,5.15169,4.50332
35.425,-1.37268,5.11707,4.47846
35.45,-1.36014,5.08275,4.45373
35.475,-1.34729,5.04874,4.42915
35.5,-1.33418,5.01506,4.40472
35.525,-1.32084,4.98171,4.38043
35.55,-1.30732,4.94869,4.35628
35.575,-1.29363,4.916,4.33228
35.6,-1.27982,4.88366,4.30841
35.625,-1.26592,4.85167,4.28469
35.65,-1.25195,4.82002,4.2611
35.675,-1.23795,4.78872,4.23765
35.7,-1.22394,4.75777,4.21434
35.725,-1.20994,4.72717,4.19116
35.75,-1.19598,4.69693,4.16811
35.775,-1.18208,4.66703,4.14519
35.8,-1.16827,4.63747,4.1224
35.825,-1.15455,4.60827,4.09974
35.85,-1.14096,4.5794,4.0772
35.875,-1.12751,4.55088,4.05479
35.9,-1.11421,4.52269,4.03249
35.925,-1.10107,4.49484,4.01032
35.95,-1.08812,4.46731,3.98826
35.975,-1.07537,4.44011,3.96632
36,-1.06282,4.41322,3.94449
36.025,-1.05048,4.38665,3.92278
36.05,-1.03837,4.36039,3.90118
36.075,-1.0265,4.33443,3.87969
36.1,-1.01486,4.30877,3.8583
36.125,-1.00347,4.2834,3.83702
36.15,-0.992333,4.25831,3.81585
36.175,-0.981451,4.2335,3.79479
36.2,-0.970829,4.20897,3.77382
36.225,-0.96047,4.18469,3.75296
36.25,-0.950374,4.16068,3.7322
36.275,-0.940543,4.13692,3.71153
36.3,-0.930979,4.11341,3.69097
36.325,-0.921679,4.09014,3.67051
36.35,-0.912645,4.06709,3.65014
36.375,-0.903873,4.04428,3.62987
36.4,-0.895363,4.02168,3.60969
36.425,-0.88711,3.9993,3.58961
36.45,-0.879113,3.97712,3.56963
36.475,-0.871367,3.95514,3.54974
36.5,-0.863869,3.93336,3.52995
36.525,-0.856613,3.91176,3.51025
36.55,-0.849595,3.89034,3.49064
36.575,-0.842809,3.8691,3.47114
36.6,-0.836249,3.84803,3.45172
36.625,-0.82991,3.82713,3.43241
36.65,-0.823785,3.80638,3.41318
36.675,-0.817867,3.78579,3.39405
36.7,-0.81215,3.76534,3.37502
36.725,-0.806628,3.74504,3.35609
36.75,-0.801291,3.72487,3.33725
36.775,-0.796134,3.70484,3.31851
36.8,-0.791148,3.68493,3.29987
36.825,-0.786327,3.66516,3.28133
36.85,-0.781662,3.6455,3.26289
36.875,-0.777145,3.62596,3.24455
36.9,-0.772769,3.60653,3.22631
36.925,-0.768526,3.58721,3.20818
36.95,-0.764407,3.56799,3.19015
36.975,-0.760406,3.54888,3.17222
37,-0.756515,3.52987,3.1544
37.025,-0.752725,3.51096,3.13669
37.05,-0.749028,3.49214,3.11909
37.075,-0.745417,3.47342,3.10159
37.1,-0.741885,3.45478,3.08421
37.125,-0.738424,3.43624,3.06694
37.15,-0.735026,3.41777,3.04979
37.175,-0.731685,3.3994,3.03274
37.2,-0.728392,3.38111,3.01582
37.225,-0.725143,3.3629,2.99901
37.25,-0.721928,3.34477,2.98232
37.275,-0.718743,3.32672,2.96575
37.3,-0.715579,3.30875,2.9493
37.325,-0.712432,3.29086,2.93297
37.35,-0.709295,3.27305,2.91677
37.375,-0.706161,3.25532,2.9007
37.4,-0.703026,3.23766,2.88474
37.425,-0.699884,3.22009,2.86892
37.45,-0.69673,3.20259,2.85322
37.475,-0.693559,3.18517,2.83766
37.5,-0.690365,3.16783,2.82223
37.525,-0.687144,3.15058,2.80693
37.55,-0.683892,3.1334,2.79176
37.575,-0.680605,3.1163,2.77673
37.6,-0.677278,3.09928,2.76183
37.625,-0.673908,3.08235,2.74707
37.65,-0.670493,3.06551,2.73245
37.675,-0.667027,3.04874,2.71797
37.7,-0.663508,3.03207,2.70363
37.725,-0.659934,3.01548,2.68943
37.75,-0.656303,2.99898,2.67537
37.775,-0.65261,2.98257,2.66145
37.8,-0.648855,2.96626,2.64768
37.825,-0.645036,2.95004,2.63405
37.85,-0.641151,2.93391,2.62057
37.875,-0.637198,2.91788,2.60723
37.9,-0.633177,2.90195,2.59403
37.925,-0.629086,2.88612,2.58099
37.95,-0.624924,2.8704,2.56809
37.975,-0.620691,2.85477,2.55534
38,-0.616387,2.83926,2.54274
38.025,-0.61201,2.82385,2.53028
38.05,-0.607561,2.80855,2.51798
38.075,-0.603041,2.79336,2.50582
38.1,-0.598449,2.77828,2.49382
38.125,-0.593785,2.76332,2.48196
38.15,-0.589052,2.74847,2.47025
38.175,-0.584248,2.73375,2.45869
38.2,-0.579375,2.71914,2.44729
38.225,-0.574435,2.70466,2.43603
38.25,-0.569428,2.6903,2.42492
38.275,-0.564355,2.67606,2.41396
38.3,-0.559219,2.66195,2.40315
38.325,-0.554021,2.64797,2.39248
38.35,-0.548762,2.63412,2.38197
38.375,-0.543444,2.6204,2.37161
38.4,-0.53807,2.60682,2.36139
38.425,-0.532641,2.59336,2.35132
38.45,-0.527159,2.58005,2.34139
38.475,-0.521626,2.56687,2.33162
38.5,-0.516045,2.55383,2.32198
38.525,-0.510418,2.54093,2.3125
38.55,-0.504747,2.52817,2.30316
38.575,-0.499036,2.51555,2.29396
38.6,-0.493285,2.50307,2.2849
38.625,-0.487498,2.49074,2.27599
38.65,-0.481678,2.47855,2.26722
38.675,-0.475827,2.46651,2.25859
38.7,-0.469948,2.45462,2.25009
38.725,-0.464043,2.44287,2.24174
38.75,-0.458116,2.43127,2.23352
38.775,-0.452168,2.41981,2.22544
38.8,-0.446203,2.40851,2.2175
38.825,-0.440223,2.39735,2.20969
38.85,-0.434232,2.38635,2.20201
38.875,-0.428231,2.37549,2.19447
38.9,-0.422223,2.36479,2.18705
38.925,-0.416212,2.35423,2.17977
38.95,-0.4102,2.34383,2.17261
38.975,-0.404189,2.33357,2.16558
39,-0.398183,2.32347,2.15868
39.025,-0.392184,2.31351,2.1519
39.05,-0.386194,2.30371,2.14524
39.075,-0.380216,2.29405,2.13871
39.1,-0.374253,2.28455,2.1323
39.125,-0.368308,2.27519,2.126
39.15,-0.362381,2.26598,2.11983
39.175,-0.356477,2.25692,2.11377
39.2,-0.350597,2.24801,2.10783
39.225,-0.344744,2.23925,2.10199
39.25,-0.338919,2.23063,2.09628
39.275,-0.333125,2.22215,2.09067
39.3,-0.327365,2.21383,2.08517
39.325,-0.321639,2.20564,2.07978
39.35,-0.315951,2.1976,2.0745
39.375,-0.310302,2.1897,2.06932
39.4,-0.304694,2.18194,2.06424
39.425,-0.299129,2.17433,2.05927
39.45,-0.293608,2.16685,2.0544
39.475,-0.288134,2.15951,2.04962
39.5,-0.282708,2.15231,2.04495
39.525,-0.277331,2.14524,2.04037
39.55,-0.272005,2.1383,2.03588
39.575,-0.266731,2.1315,2.03149
39.6,-0.261511,2.12484,2.02719
39.625,-0.256346,2.1183,2.02298
39.65,-0.251238,2.11189,2.01886
39.675,-0.246186,2.10561,2.01483
39.7,-0.241193,2.09945,2.01088
39.725,-0.23626,2.09342,2.00701
39.75,-0.231386,2.08752,2.00323
39.775,-0.226573,2.08173,1.99954
39.8,-0.221823,2.07607,1.99592
39.825,-0.217134,2.07052,1.99239
39.85,-0.212509,2.06509,1.98893
39.875,-0.207948,2.05978,1.98554
39.9,-0.203452,2.05458,1.98223
39.925,-0.19902,2.0495,1.97899
39.95,-0.194654,2.04452,1.97583
39.975,-0.190353,2.03966,1.97274
40,-0.186117,2.0349,1.96972
40.025,-0.181948,2.03024,1.96677
40.05,-0.177845,2.02569,1.96388
40.075,-0.173808,2.02125,1.96106
40.1,-0.169837,2.0169,1.95831
40.125,-0.165933,2.01266,1.95561
40.15,-0.162095,2.00851,1.95298
40.175,-0.158323,2.00446,1.95041
40.2,-0.154618,2.0005,1.94791
40.225,-0.150977,1.99663,1.94546
40.25,-0.147403,1.99286,1.94307
40.275,-0.143893,1.98917,1.94073
40.3,-0.140449,1.98558,1.93845
40.325,-0.137068,1.98207,1.93623
40.35,-0.133752,1.97864,1.93406
40.375,-0.1305,1.97529,1.93194
40.4,-0.12731,1.97203,1.92988
40.425,-0.124182,1.96885,1.92786
40.45,-0.121117,1.96574,1.9259
40.475,-0.118113,1.96272,1.92398
40.5,-0.115169,1.95976,1.92211
40.525,-0.112286,1.95688,1.92029
40.55,-0.109461,1.95408,1.91851
40.575,-0.106696,1.95134,1.91678
40.6,-0.103988,1.94867,1.91509
40.625,-0.101337,1.94607,1.91345
40.65,-0.0987431,1.94354,1.91184
40.675,-0.0962044,1.94107,1.91028
40.7,-0.0937203,1.93867,1.90876
40.725,-0.0912898,1.93632,1.90728
40.75,-0.0889125,1.93404,1.90584
40.775,-0.086587,1.93182,1.90444
40.8,-0.0843134,1.92965,1.90307
40.825,-0.08209,1.92755,1.90175
40.85,-0.0799157,1.92549,1.90046
40.875,-0.0777903,1.9235,1.8992
40.9,-0.0757125,1.92155,1.89798
40.925,-0.073681,1.91966,1.8968
40.95,-0.0716954,1.91782,1.89565
40.975,-0.0697548,1.91602,1.89453
41,-0.0678582,1.91428,1.89344
41.025,-0.0660049,1.91258,1.89238
41.05,-0.0641939,1.91093,1.89136
41.075,-0.062424,1.90933,1.89037
41.1,-0.0606945,1.90777,1.8894
41.125,-0.0590044,1.90625,1.88847
41.15,-0.0573532,1.90478,1.88756
41.175,-0.0557393,1.90334,1.88669
41.2,-0.0541621,1.90195,1.88584
41.225,-0.0526204,1.90059,1.88502
41.25,-0.0511138,1.89928,1.88423
41.275,-0.0496415,1.898,1.88346
41.3,-0.0482022,1.89676,1.88272
41.325,-0.0467952,1.89556,1.88201
41.35,-0.0454203,1.89439,1.88131
41.375,-0.044076,1.89325,1.88065
41.4,-0.0427616,1.89215,1.88
41.425,-0.0414763,1.89108,1.87939
41.45,-0.0402192,1.89004,1.87879
41.475,-0.0389896,1.88904,1.87822
41.5,-0.0377866,1.88806,1.87768
41.525,-0.03661,1.88712,1.87715
41.55,-0.0354587,1.8862,1.87664
41.575,-0.0343322,1.88532,1.87616
41.6,-0.0332295,1.88446,1.8757
41.625,-0.03215,1.88363,1.87525
41.65,-0.0310931,1.88282,1.87483
41.675,-0.0300581,1.88205,1.87443
41.7,-0.0290447,1.88129,1.87405
41.725,-0.0280515,1.88057,1.87369
41.75,-0.0270791,1.87987,1.87334
41.775,-0.0261257,1.87919,1.87302
41.8,-0.0251916,1.87854,1.87271
41.825,-0.0242759,1.87791,1.87242
41.85,-0.0233777,1.8773,1.87215
41.875,-0.022497,1.87672,1.8719
41.9,-0.0216333,1.87615,1.87166
41.925,-0.0207858,1.87561,1.87144
41.95,-0.0199541,1.87509,1.87124
41.975,-0.0191382,1.87459,1.87105
42,-0.0183375,1.87411,1.87087
42.025,-0.0175514,1.87366,1.87072
42.05,-0.0167794,1.87322,1.87058
42.075,-0.0160212,1.8728,1.87045
42.1,-0.0152766,1.8724,1.87034
42.125,-0.0145446,1.87202,1.87025
42.15,-0.0138255,1.87165,1.87017
42.175,-0.0131189,1.87131,1.8701
42.2,-0.0124242,1.87098,1.87005
42.225,-0.0117416,1.87067,1.87
42.25,-0.0110707,1.87037,1.86997
42.275,-0.0104107,1.8701,1.86996
42.3,-0.00976164,1.86984,1.86996
42.325,-0.00912306,1.86959,1.86997
42.35,-0.00849535,1.86937,1.86999
42.375,-0.00787757,1.86915,1.87003
42.4,-0.00726977,1.86896,1.87008
42.425,-0.00667213,1.86877,1.87014
42.45,-0.00608402,1.86861,1.87021
42.475,-0.00550529,1.86846,1.87029
42.5,-0.00493616,1.86832,1.87038
42.525,-0.00437618,1.86819,1.87048
42.55,-0.0038252,1.86808,1.87059
42.575,-0.00328276,1.86799,1.87072
42.6,-0.00274892,1.86791,1.87085
42.625,-0.00222384,1.86784,1.871
42.65,-0.00170697,1.86778,1.87115
